51012212000052,51012212000049,5101221161624,0.000595293
51012212000049,51012212000052,5101221161615,0.000595741
51012212000049,51012212000053,5101221161649/5101221161706,0.001684811
51012212000053,51012212000049,5101221161704/5101221161647,0.001684044
51012212000053,51012212000051,5101221161710,0.000609638
51012212000051,51012212000053,5101221161714,0.000609896
51012212000051,51012212000050,5101221161754,0.000805107
51012212000050,51012212000051,5101221161752,0.000802364
51012212000051,51012212000052,5101221161711/5101221161662,0.001705931
51012212000052,51012212000051,5101221161664/5101221161713,0.001706054
51012212000053,51012212000060,5101221161742,0.000760231
51012212000060,51012212000053,5101221161740,0.000758791
51012212000060,51012212000050,5101221161751,0.000555595
51012212000050,51012212000060,5101221161751,0.000555595
51012212000050,51012212000061,5101221161760,0.000586573
51012212000061,51012212000050,5101221161760,0.000586573
51012212000061,51012212000062,5101221161765,0.001381734
51012212000062,51012212000061,5101221161765,0.001381734
51012212000057,51012212000056,5101221161775,0.00251758
51012212000056,51012212000057,5101221161777,0.002514453
51012212000062,51012212000057,5101221161773/5101221161774,0.001523579
51012212000057,51012212000062,5101221161774/5101221161773,0.001523579
51012212000056,51012212000202,5101221161695/5101221161748/5101221161745,0.00686151
51012212000202,51012212000056,5101221161756/5101221161759/5101221161700,0.006610541
51012212000716,51012210800118,5101221151534/5101221080151,0.003052213
51012210800118,51012212000716,5101221080149/5101221151535,0.003060406
51012210800118,51012212000715,5101221080182/5101221080188/5101221080233,0.00320888
51012212000715,51012210800118,5101221080231/5101221080186/5101221080180,0.00322011
51012212000716,51012212000692,5101221151518/5101221151512/5101221080124/5101221080121/5101221080119/5101221080114/5101221080111/5101221080109/5101221080107/5101221080102/5101221080095/5101221080091/5101221080088/5101221161234/5101221161232,0.011937666
51012212000692,51012212000716,5101221161229/5101221161231/5101221080087/5101221080090/5101221080093/5101221080099/5101221080100/5101221080104/5101221080106/5101221080113/5101221080116/5101221080118/5101221080123/5101221151510/5101221151514,0.011937714
51012212000692,51012212000709,5101221161224/5101221161216/5101221161183/5101221161151,0.005024512
51012212000709,51012212000692,5101221161149/5101221161180/5101221161213/5101221161219,0.005024963
51012212000709,51012212000710,5101221161132/5101221161040,0.003581323
51012212000710,51012212000709,5101221161042/5101221161134,0.003581011
51012212000710,51012212000711,5101221161009,0.000938587
51012212000711,51012212000710,5101221161011,0.000940246
51012212000709,51012212000253,5101221161135/5101221161119/5101221161108/5101221161098/5101221160315/5101221161074/5101221161059/5101221161021,0.012292783
51012212000253,51012212000709,5101221161019/5101221161057/5101221161073/5101221160312/5101221161096/5101221161104/5101221161118/5101221161131,0.012283934
51012212000253,51012212000084,5101221161001,0.00336189
51012212000084,51012212000253,5101221160996,0.003360262
51012212000717,51012212000718,5101221161368/5101221160369/5101221160363/5101221160349/5101221161334,0.00839739
51012212000718,51012212000717,5101221161329/5101221160348/5101221160358/5101221160362/5101221161364,0.008396955
51012212000718,51012212000059,5101221161315/5101221161302,0.004029268
51012212000059,51012212000718,5101221161300/5101221161308,0.004021839
51012212000059,51012212000080,5101221161270,0.001110909
51012212000080,51012212000059,5101221161266,0.001130084
51012212000714,51012212000717,5101221080195/5101221080175/5101221080170/5101221161377,0.010076049
51012212000717,51012212000714,5101221161374/5101221080169/5101221080172/5101221080190,0.010071325
51012212000080,51012211600004,5101221161260/5101221161245/5101221161201/5101221161193,0.007124961
51012211600004,51012212000080,5101221161191/5101221161197/5101221161242/5101221161256,0.007144151
51012211600004,51012212000269,5101221161372,0.005907901
51012212000269,51012211600004,5101221161367,0.00586794
51012212000269,51012212000283,5101221161379/5101221161402,0.003130034
51012212000283,51012212000269,5101221161402/5101221161379,0.003130034
51012212000269,51012212000284,5101221161455,0.004307705
51012212000284,51012212000269,5101221161457,0.004552557
51012212000283,51012212000284,5101221161456,0.003072309
51012212000284,51012212000283,5101221161456,0.003072309
51012212000284,51012212000186,5101221161479,0.001556184
51012212000186,51012212000284,5101221161479,0.001556184
51012212000085,51012212000186,5101221161487/5101221161481,0.01006724
51012212000186,51012212000085,5101221161481/5101221161487,0.01006724
51012212000085,51012212000086,5101221161494/5101221161503/5101221161538/5101221161599,0.010360629
51012212000086,51012212000085,5101221161597/5101221161536/5101221161501/5101221161492,0.010353563
51012212000268,51012212000081,5101221161280,0.003302149
51012212000081,51012212000268,5101221161282,0.003302911
51012212000268,51012212000085,5101221161314/5101221160367/5101221161346/5101221161416/5101221161454/5101221161486,0.00927814
51012212000085,51012212000268,5101221161484/5101221161452/5101221161417/5101221161344/5101221160365/5101221161312,0.009282895
51012212000081,51012211600004,5101221161172/5101221161178,0.004464717
51012211600004,51012212000081,5101221161185/5101221161173,0.00449084
51012212000081,51012212000047,5101221161144/5101221161129/5101221161114/5101221161102,0.004586507
51012212000047,51012212000081,5101221161100/5101221161110/5101221161125/5101221161139,0.004587097
51012212000047,51012212000046,5101221160344/5101221160323/5101221160318/5101221160328/5101221160341,0.007898395
51012212000046,51012212000047,5101221160332/5101221160322/5101221160311/5101221160320/5101221160335,0.007907415
51012211500073,51012212000157,5101221151252,0.002885721
51012212000157,51012211500073,5101221151248,0.002874854
51012212000157,51012211500079,5101221151298/5101221151307/5101221151324/5101221151347,0.006005783
51012211500079,51012212000157,5101221151344/5101221151322/5101221151304/5101221151296,0.006031069
